factories_id;machines_id;maintenance_date;technician;factories_name;location;machines_type;capacity;purchase_date;maintenancelogs_id;details_maintenancelogs;log_date
47;174;2025/01/26;John Thompson;Henderson LLC;North Jonathanview;Lathe;79;2025/01/29;1311;Provide trial of site.;2025/02/01
15;62;2025/02/14;Gary Conrad;Allen, Gonzalez and Harris;New Victoria;Lathe;79;2025/02/21;242;Mouth drug arrive forward set.;2025/01/19
17;12;2025/02/13;Joseph Cortez;Gray-Sanchez;Lisafurt;Press;57;2025/02/16;970;Improve themselves meeting practice financial wonder left agreement laugh world.;2025/02/02
40;198;2025/01/29;George Vasquez;Perez-Bell;Nancyport;CNC;94;2025/01/18;1222;Boy pull person edge quality idea help teacher increase page.;2025/02/07
37;105;2025/01/24;Lindsay Johnson;Kim Ltd;New Jenniferstad;CNC;52;2025/02/10;618;Every may that standard program argue more.;2025/01/28
10;90;2025/01/20;Jennifer Harris;Perry-Kennedy;Ashleystad;Press;19;2025/02/03;1199;Each move where memory natural officer family fly investment deep.;2025/02/22
42;169;2025/02/10;Gloria Fowler;Vincent, Nelson and Wang;North Amy;CNC;98;2025/02/04;92;Performance recent history material top smile practice.;2025/02/01
34;190;2025/01/13;Abigail Thompson;West, Morgan and Robbins;Robertfort;CNC;34;2025/02/02;767;Ten half learn almost lot major.;2025/02/05
21;153;2025/02/14;Christopher Hill;Shaw LLC;Lake Roger;CNC;60;2025/02/17;716;Performance over now trial economy present sing bag player name.;2025/01/24
32;127;2025/01/07;Nathan Brooks;Farmer, Barnes and Sexton;Lake Jaimeberg;Press;18;2025/01/17;1061;Wait business base girl democratic wait husband together account himself.;2025/01/29
9;16;2025/02/17;Thomas Beasley;Alvarez-Pearson;New Matthewfurt;CNC;33;2025/01/23;1323;Fire different project best law smile difference affect never very.;2025/02/17
15;181;2025/01/30;Michael Faulkner;Allen, Gonzalez and Harris;New Victoria;Lathe;21;2025/02/02;529;Politics Mr east traditional herself lose.;2025/01/12
22;114;2025/01/12;Kristina Wood;Garner Ltd;Schmidtstad;Lathe;64;2025/02/11;191;Sound up garden catch street.;2025/01/17
13;110;2025/02/18;Becky Harris;Perkins LLC;Vazquezberg;CNC;73;2025/01/11;1123;In travel perform media possible chair.;2025/01/27
10;26;2025/02/11;Michael Jones;Perry-Kennedy;Ashleystad;Press;48;2025/02/20;619;Line range pass best size consumer student want goal.;2025/01/29
36;6;2025/02/02;Mason Wagner;Hubbard Ltd;South Heatherbury;Lathe;66;2025/02/13;908;Result huge man audience close peace grow success summer bring.;2025/01/17
48;91;2025/02/10;John Chang;Lewis-Taylor;Port Christopherton;Press;28;2025/02/09;459;Range close operation affect marriage.;2025/01/19
6;173;2025/02/19;Brian Hansen;Powers-Phillips;New Rebecca;Lathe;66;2025/01/07;267;Kid campaign situation final magazine couple citizen open.;2025/01/27
49;35;2025/01/29;Jason Dixon;Patrick, Nichols and Carter;Edwardport;Press;61;2025/01/31;439;Through politics media chance into experience.;2025/01/04
46;66;2025/02/06;Kayla Conner;Ray LLC;Mooreshire;Lathe;29;2025/01/01;1424;Voice fill yard while someone together cut source.;2025/01/22
43;167;2025/01/14;Justin Ward;Brown Ltd;Caseyshire;CNC;44;2025/01/18;738;Case sing smile social rule despite population enjoy.;2025/01/05
34;72;2025/02/10;Cheryl Johnson;West, Morgan and Robbins;Robertfort;CNC;78;2025/02/12;1291;Performance teach television coach.;2025/01/12
35;143;2025/01/16;Jennifer Floyd;Hawkins Ltd;North Charlesmouth;Press;62;2025/01/05;985;Leave just position suggest suffer too similar.;2025/02/02
26;131;2025/01/26;Jennifer Munoz;Coleman-Santos;Nathanville;Lathe;82;2025/02/08;1366;Star my design particularly popular pattern discover improve story make.;2025/02/10
37;157;2025/02/16;Linda Shaffer;Kim Ltd;New Jenniferstad;Press;40;2025/01/14;1374;Either shoulder field add probably nature simple morning.;2025/02/19
50;185;2025/01/28;Michael Dunn;Murphy-Morton;Davidland;Press;71;2025/01/11;941;Term listen decade budget test training senior up against end.;2025/01/07
14;120;2025/01/26;Brian Walker;Stevens-Harrison;North Julie;Press;57;2025/02/22;560;Expert around reduce crime right.;2025/01/09
26;106;2025/01/28;Charles Ortiz;Coleman-Santos;Nathanville;Press;81;2025/02/03;402;Although doctor west radio have occur they season maybe.;2025/01/16
20;85;2025/01/09;Randy Guzman;Mcgrath Group;Lake Samanthastad;Lathe;20;2025/01/13;78;People assume ask require situation reveal born school clearly.;2025/02/06
26;141;2025/02/10;Cameron Brown;Coleman-Santos;Nathanville;CNC;15;2025/02/12;769;Threat couple similar player run none quite room.;2025/01/23
49;80;2025/01/16;Tristan Harris;Patrick, Nichols and Carter;Edwardport;Press;78;2025/02/12;265;Expect own head perform exist manage high.;2025/02/22
33;36;2025/01/17;Dawn Morse;George-Berry;New Jefferystad;CNC;68;2025/01/19;28;Attention Democrat painting camera candidate.;2025/01/04
32;74;2025/01/26;Ebony Cortez;Farmer, Barnes and Sexton;Lake Jaimeberg;Lathe;11;2025/01/10;220;Use reflect score eye live growth.;2025/01/18
3;83;2025/01/03;Eric Boyer;Williams-Evans;Port Traciefurt;Lathe;34;2025/01/27;987;Physical news whether ask someone police mean.;2025/01/24
34;68;2025/01/28;Tiffany Becker;West, Morgan and Robbins;Robertfort;CNC;16;2025/01/29;884;Meet amount accept evening war ahead car must idea.;2025/01/05
26;4;2025/01/16;Anna Rogers;Coleman-Santos;Nathanville;Lathe;98;2025/02/20;343;High leader section compare keep.;2025/01/30
11;157;2025/01/23;Jessica Lee;Santos, Young and Webb;Port Annshire;Press;40;2025/01/14;1374;Either shoulder field add probably nature simple morning.;2025/02/19
11;196;2025/01/01;Thomas Vincent;Santos, Young and Webb;Port Annshire;Press;55;2025/02/20;868;Down sort head head Congress.;2025/01/04
50;95;2025/02/15;Michael Chapman;Murphy-Morton;Davidland;CNC;43;2025/02/04;1202;Face community tend chair upon service forget.;2025/01/29
29;156;2025/02/04;Annette Ferguson;Wong, Duarte and Johnson;New Jennifer;Press;61;2025/02/12;1149;Really charge hospital national threat.;2025/02/13
22;73;2025/02/08;Shannon Ferguson;Garner Ltd;Schmidtstad;Press;86;2025/01/04;1150;Only first model painting left available dark stage prove.;2025/01/15
50;129;2025/02/13;Michelle Manning;Murphy-Morton;Davidland;Lathe;50;2025/02/22;1430;Above just lot minute wear.;2025/01/13
23;39;2025/01/28;Daniel Noble;Wells LLC;East Joshua;CNC;47;2025/01/05;220;Use reflect score eye live growth.;2025/01/18
25;142;2025/02/14;Tiffany Mason;Lewis, Lang and Martinez;West Christopherberg;Lathe;50;2025/02/19;1154;Decide customer difference night level assume father go student class.;2025/02/12
23;119;2025/01/12;Jordan Johnson;Wells LLC;East Joshua;Press;67;2025/02/02;1283;Before door finally leave yes tax.;2025/01/27
36;107;2025/01/28;Michelle Hebert;Hubbard Ltd;South Heatherbury;Lathe;63;2025/01/06;714;Let behavior value blood rock middle group no stay.;2025/01/03
4;119;2025/01/09;Stephen Smith;Torres-Gonzalez;Johnsonfort;Press;67;2025/02/02;1283;Before door finally leave yes tax.;2025/01/27
41;92;2025/01/02;Derek Villarreal;Jenkins-Cruz;Griffinburgh;CNC;14;2025/02/11;76;Central me call end rock option fall recent thought cause.;2025/01/26
25;123;2025/01/10;Benjamin Herrera;Lewis, Lang and Martinez;West Christopherberg;CNC;51;2025/02/09;838;Goal science son draw within crime then matter fire democratic.;2025/02/08
35;170;2025/02/09;Gregory Combs;Hawkins Ltd;North Charlesmouth;CNC;39;2025/01/31;159;Leg bag three situation can early question term contain.;2025/01/23
